Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster,extraction_confidence
Lee M. Thompson,Iowa,Colorado,South Pueblo,$900.00,Colorado,0,1.0
Frank H. Chapman,Massachusetts,do,do,$720.00,Colorado,0,1.0
John H. Fox,Kentucky,do,Trinidad,$780.00,Colorado,0,1.0
H. S. Knight,Pennsylvania,do,do,$780.00,Colorado,0,1.0
Mrs. M. A. Shawver,Illinois,do,Villa Grove,$10.00,Colorado,0,1.0
Henry S. Holbrook,Connecticut,Connecticut,Ansonia,$800.00,Connecticut,0,1.0
Charles A. Tomlinson,do,do,do,$416.00,Connecticut,0,1.0
Charles E. Dingmore,England,do,do,$346.00,Connecticut,0,1.0
Wm. L. Brewen,Connecticut,do,Birmingham,$540.00,Connecticut,0,1.0
C. Beardsley,Ireland,do,do,$346.00,Connecticut,0,1.0
Wesley L. Clark,Connecticut,do,do,$100.00,Connecticut,0,1.0
M. Egerton Hough,New York,do,Bridgeport,$1,200.00,"Connecticut,0",1.0
A. Keeler,Massachusetts,do,do,$900.00,Connecticut,0,1.0
Charles E. Robinson,Connecticut,do,do,$900.00,Connecticut,0,1.0
Charles J. Seymour,do,do,do,$800.00,Connecticut,0,1.0
J. Austin Chamberlain,do,do,do,$780.00,Connecticut,0,1.0
Hylan P. Brace,Massachusetts,do,do,$780.00,Connecticut,0,1.0
Charles D. Garlick,New York,do,do,$600.00,Connecticut,0,1.0
Robert W. Buckley,Illinois,do,do,$600.00,Connecticut,0,1.0
Axel N. Olsen,Sweden,do,do,$720.00,Connecticut,0,1.0
Robert Veit,Connecticut,do,do,$300.00,Connecticut,0,1.0
Joseph Middlebrook,New York,do,do,$300.00,Connecticut,0,1.0
Lewis F. Pelton,Connecticut,do,do,$300.00,Connecticut,0,1.0
Robert S. Norton,do,do,Bristol,$0.00,Connecticut,1,1.0
William F. Wright,Vermont,do,do,$0.00,Connecticut,1,1.0
W. A. Boardman,Massachusetts,do,Canaan,$300.00,Connecticut,0,1.0
J. B. Young,do,do,do,$10.00,Connecticut,0,1.0
Miss Ella M. Bulkwith,Connecticut,do,Collinsville,$150.00,Connecticut,0,1.0
Miss Julia A. Jenkins,do,do,do,$150.00,Connecticut,0,1.0
Aben J. Smith,New York,do,Danbury,$1,040.00,"Connecticut,0",1.0
G. Frank Merriam,Connecticut,do,do,$416.00,Connecticut,0,1.0
Clifford A. Smith,do,do,do,$346.00,Connecticut,0,1.0
Charles E. Lyon,do,do,do,$416.00,Connecticut,0,1.0
Edwd. Barber,Massachusetts,do,Danielsonville,$300.00,Connecticut,0,1.0
Edwin H. Stanger,Connecticut,do,Essex,$300.00,Connecticut,0,1.0
M. P. Pierson,do,do,Greenville,$250.00,Connecticut,0,1.0
Miss Annie M. Mead,do,do,Greenwich,$300.00,Connecticut,0,1.0
Oliver Washington,do,do,Hartford,$2,200.00,"Connecticut,0",1.0
Henry J. Hall,do,do,do,$1,200.00,"Connecticut,0",1.0
Seth H. Moseley,do,do,do,$1,150.00,"Connecticut,0",1.0
William S. Goodrich,do,do,do,$1,150.00,"Connecticut,0",1.0
William F. Whittlesey Jr.,do,do,do,$1,150.00,"Connecticut,0",1.0
Edmund Robinson,do,do,do,$900.00,Connecticut,0,1.0
Franklin Dart,do,do,do,$900.00,Connecticut,0,1.0
J. Austin Pease,do,do,do,$900.00,Connecticut,0,1.0
Theodore Pease,Georgia,do,do,$900.00,Connecticut,0,1.0
Allen H. Gates,Connecticut,do,do,$900.00,Connecticut,0,1.0
Joseph C. Paine r,do,do,do,$750.00,Connecticut,0,1.0
Cyril F. Paine r,Nova Scotia,do,do,$750.00,Connecticut,0,1.0
William E. Young,Connecticut,do,do,$750.00,Connecticut,0,1.0
Chaney F. Howson,do,do,do,$750.00,Connecticut,0,1.0
Charles H. Robbins,do,do,do,$750.00,Connecticut,0,1.0
L. E. C. Hatch,do,do,do,$700.00,Connecticut,0,1.0
Sidney O. Dickinson,Massachusetts,do,do,$650.00,Connecticut,0,1.0
Thomas Doyle,Ireland,do,do,$600.00,Connecticut,0,1.0
Fred. C. Jackson,Connecticut,do,do,$600.00,Connecticut,0,1.0
Mrs. Jeannie M. Bradley,do,do,do,$500.00,Connecticut,0,1.0
Miss Jennie E. Cook,do,do,do,$500.00,Connecticut,0,1.0
William D. Cronan,Virginia,do,do,$500.00,Connecticut,0,1.0
Charles W. Emerson,Massachusetts,do,do,$1,900.00,"Connecticut,0",1.0
Miss Mary L. Robbins,Connecticut,do,do,$250.00,Connecticut,0,1.0
David Murphy,do,do,Middletown,$750.00,Connecticut,0,1.0
Ernest D. Buck,do,do,do,$350.00,Connecticut,0,1.0
William P. Conran,do,do,do,$250.00,Connecticut,0,1.0
Thomas E. Dowd,do,do,do,$250.00,Connecticut,0,1.0
Frank E. Singleton,do,do,do,$200.00,Connecticut,0,1.0
John J. Thorne,do,do,do,$175.00,Connecticut,0,1.0
John A. Wood,Nova Scotia,do,Naugatuck,$1,000.00,"Connecticut,0",1.0
Mrs. Louie E. Wood,Connecticut,do,do,$300.00,Connecticut,0,1.0
Frank W. Baldwin,do,do,New Haven,$1,150.00,"Connecticut,0",1.0
Charles E. Hill,do,do,do,$750.00,Connecticut,0,1.0
Joseph W. Buckingham,do,do,do,$700.00,Connecticut,0,1.0
George H. Butler,do,do,do,$1,225.00,"Connecticut,0",1.0
Lorenzo Canale,do,do,do,$1,225.00,"Connecticut,0",1.0
John A. Dann,do,do,do,$400.00,Connecticut,0,1.0
James C. Eggleston,do,do,do,$400.00,Connecticut,0,1.0
Cathcart Harrison,do,do,do,$400.00,Connecticut,0,1.0
William T. Hayes,do,do,do,$1,200.00,"Connecticut,0",1.0
William S. Hine,do,do,do,$950.00,Connecticut,0,1.0
Miss Lizzie Holford,do,do,do,$750.00,Connecticut,0,1.0
Edward S. Hopkins,do,do,do,$600.00,Connecticut,0,1.0
William J. Judd,do,do,do,$600.00,Connecticut,0,1.0
John H. Kerrigan,do,do,do,$1,150.00,"Connecticut,0",1.0
Frank T. Lee,do,do,do,$1,200.00,"Connecticut,0",1.0
Miss Sarah E. Lyon,do,do,do,$600.00,Connecticut,0,1.0
William H. Monson,do,do,do,$750.00,Connecticut,0,1.0
William H. Moore,New York,do,do,$1,000.00,"Connecticut,0",1.0
