Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster,extraction_confidence
Miss Mary Berthelot,Louisiana,Louisiana,New Orleans,$540.00,Louisiana,0,1.0
Mrs. Catherine Bienvenu,Louisiana,Louisiana,New Orleans,$600.00,Louisiana,0,1.0
Emileda Boquille,Louisiana,Louisiana,New Orleans,$600.00,Louisiana,0,1.0
Thomas Broughton,England,Louisiana,New Orleans,$800.00,Louisiana,0,1.0
Patrick Buckley,Ireland,Louisiana,New Orleans,$800.00,Louisiana,0,1.0
Otto Bagnard,Germany,Louisiana,New Orleans,$800.00,Louisiana,0,1.0
James Byrnes,Ireland,Louisiana,New Orleans,$500.00,Louisiana,0,1.0
Manuel Camps,Louisiana,Louisiana,New Orleans,$700.00,Louisiana,0,1.0
Henry J. Carter,Louisiana,Louisiana,New Orleans,$1,200.00,"Louisiana,0",1.0
James Clements,Louisiana,Louisiana,New Orleans,$800.00,Louisiana,0,1.0
Frederick A. Conant,Massachusetts,Louisiana,New Orleans,$500.00,Louisiana,0,1.0
David C. Conner,Louisiana,Louisiana,New Orleans,$500.00,Louisiana,0,1.0
John H. Depass,Louisiana,Louisiana,New Orleans,$600.00,Louisiana,0,1.0
Alexander B. Dunn,Louisiana,Louisiana,New Orleans,$440.00,Louisiana,0,1.0
Maurice Feifel,Louisiana,Louisiana,New Orleans,$800.00,Louisiana,0,1.0
George W. Forshey,Louisiana,Louisiana,New Orleans,$700.00,Louisiana,0,1.0
Moses L. Frazier,Louisiana,Louisiana,New Orleans,$750.00,Louisiana,0,1.0
Louis F. Fulda,Louisiana,Louisiana,New Orleans,$740.00,Louisiana,0,1.0
George Gallagher,England,Louisiana,New Orleans,$800.00,Louisiana,0,1.0
Livingston H. Gardner Jr.,Louisiana,Louisiana,New Orleans,$540.00,Louisiana,0,1.0
John B. Gaudel,Louisiana,Louisiana,New Orleans,$800.00,Louisiana,0,1.0
Andrew Gerlach,Louisiana,Louisiana,New Orleans,$700.00,Louisiana,0,1.0
Henry Govan,Louisiana,Louisiana,New Orleans,$900.00,Louisiana,0,1.0
William L. Hamlet,Indiana,Louisiana,New Orleans,$900.00,Louisiana,0,1.0
John H. Hardie,Pennsylvania,Louisiana,New Orleans,$800.00,Louisiana,0,1.0
Robert C. Howard,Louisiana,Louisiana,New Orleans,$700.00,Louisiana,0,1.0
Edward R. Hunt,Massachusetts,Louisiana,New Orleans,$2,200.00,"Louisiana,0",1.0
John W. Hyman,Louisiana,Louisiana,New Orleans,$700.00,Louisiana,0,1.0
Joseph Judice,Missouri,Louisiana,New Orleans,$1,300.00,"Louisiana,0",1.0
Mrs. Jesse C. Jones,Massachusetts,Louisiana,New Orleans,$600.00,Louisiana,0,1.0
Edward W. Kelly,Louisiana,Louisiana,New Orleans,$700.00,Louisiana,0,1.0
Nathan W. Kelly,Louisiana,Louisiana,New Orleans,$700.00,Louisiana,0,1.0
Alexander J. Knauff,Louisiana,Louisiana,New Orleans,$540.00,Louisiana,0,1.0
John J. Kramer,Louisiana,Louisiana,New Orleans,$800.00,Louisiana,0,1.0
Joseph G. Latner,Louisiana,Louisiana,New Orleans,$800.00,Louisiana,0,1.0
George T. Lewis,Louisiana,Louisiana,New Orleans,$1,200.00,"Louisiana,0",1.0
James Lowe,Louisiana,Louisiana,New Orleans,$700.00,Louisiana,0,1.0
Andrew T. Maher,Louisiana,Louisiana,New Orleans,$740.00,Louisiana,0,1.0
George C. Mason,District of Columbia,Louisiana,New Orleans,$700.00,Louisiana,0,1.0
Edmund Maurin,Louisiana,Louisiana,New Orleans,$700.00,Louisiana,0,1.0
George C. Maynard,Massachusetts,Louisiana,New Orleans,$1,400.00,"Louisiana,0",1.0
George W. Merchant,Louisiana,Louisiana,New Orleans,$600.00,Louisiana,0,1.0
George W. Miller,Indiana,Louisiana,New Orleans,$700.00,Louisiana,0,1.0
Charles Nichols,Louisiana,Louisiana,New Orleans,$800.00,Louisiana,0,1.0
Thomas Owen,Pennsylvania,Louisiana,New Orleans,$540.00,Louisiana,0,1.0
Edward A. Palfrey,Louisiana,Louisiana,New Orleans,$800.00,Louisiana,0,1.0
Frederick F. Parmele,Louisiana,Louisiana,New Orleans,$1,600.00,"Louisiana,0",1.0
Adolphus Reed,Louisiana,Louisiana,New Orleans,$600.00,Louisiana,0,1.0
Theodore Roche,New York,Louisiana,New Orleans,$700.00,Louisiana,0,1.0
William Ridgley,Louisiana,Louisiana,New Orleans,$500.00,Louisiana,0,1.0
Jacob Sandak,Russia,Louisiana,New Orleans,$540.00,Louisiana,0,1.0
Paul Schneider,Mississippi,Louisiana,New Orleans,$800.00,Louisiana,0,1.0
James E. Scott,Virginia,Louisiana,New Orleans,$800.00,Louisiana,0,1.0
Neal Sinclair,Louisiana,Louisiana,New Orleans,$900.00,Louisiana,0,1.0
Ferdinand Stamps,Louisiana,Louisiana,New Orleans,$700.00,Louisiana,0,1.0
Frederick J. Stevens,New York,Louisiana,New Orleans,$800.00,Louisiana,0,1.0
Neil Sweeney,Ireland,Louisiana,New Orleans,$740.00,Louisiana,0,1.0
John H. Taylor,Louisiana,Louisiana,New Orleans,$800.00,Louisiana,0,1.0
Charles A. Tessier,Louisiana,Louisiana,New Orleans,$1,600.00,"Louisiana,0",1.0
Mrs. Georgine H. Torrey,Alabama,Louisiana,New Orleans,$540.00,Louisiana,0,1.0
Thomas Tureaud,Louisiana,Louisiana,New Orleans,$700.00,Louisiana,0,1.0
James Wharton,Mississippi,Louisiana,New Orleans,$700.00,Louisiana,0,1.0
Jos. R. Wilson,Louisiana,Louisiana,New Orleans,$700.00,Louisiana,0,1.0
