Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster,extraction_confidence
Daniel Horgan,Ireland,Virginia,Richmond,$800.00,Virginia,0,1.0
William Walker,Virginia,do,do,$700.00,Virginia,0,1.0
John Strother,do,do,do,$1200.00,Virginia,0,1.0
William Powers,Ireland,do,do,$800.00,Virginia,0,1.0
Edgar S. Anderson,Maryland,do,do,$1200.00,Virginia,0,1.0
Joseph Brummell,Virginia,do,do,$800.00,Virginia,0,1.0
Cabell Thompson,do,do,do,$700.00,Virginia,0,1.0
George Palmer,New York,do,do,$720.00,Virginia,0,1.0
Henry Coalter Cabell,Virginia,do,do,$1200.00,Virginia,0,1.0
Josiah Crump,do,do,do,$900.00,Virginia,0,1.0
Richard C. Bolling,do,do,do,$800.00,Virginia,0,1.0
William Barret,do,do,do,$800.00,Virginia,0,1.0
Edward R. Carter,do,do,do,$600.00,Virginia,0,1.0
James R. Jones,do,do,do,$600.00,Virginia,0,1.0
Henry Coalter,do,do,do,$600.00,Virginia,0,1.0
William C. Roane,do,do,do,$800.00,Virginia,0,1.0
Peter Roane,do,do,do,$500.00,Virginia,0,1.0
James Roane,do,do,do,do,$500.00,"Virginia,0",1.0
J. Wesley Jones,do,do,do,$280.00,Virginia,0,1.0
Robert C. Beasley,do,do,South Boston Post,$240.00,Virginia,0,1.0
Richard Irby,do,do,Farmville,$1200.00,Virginia,0,1.0
Fay S. Haines,do,do,do,$300.00,Virginia,0,1.0
Robert Cobb Noel,do,do,do,$400.00,Virginia,0,1.0
Hugh Goodwin,Michigan,do,do,$300.00,Virginia,0,1.0
Thomas N. Wilson,Virginia,do,Stony Creek Wareh'se,$75.00,Virginia,0,1.0
F. E. Heldruff,do,do,Strasburg,p.m.,$7.50,"Virginia,1",1.0
T. L. Skinner,do,do,Suffolk,$240.00,Virginia,0,1.0
Mrs. L. B. Williamson,do,do,Tappahannock,p.m.,$9.00,"Virginia,1",1.0
Mrs. Sarah A. McCullen,do,do,Tazwell Court House,$180.00,Virginia,0,1.0
Mrs. Louisa H. Hume,do,do,Taylorsville,$100.00,Virginia,0,1.0
T. Ormond Stickley,do,do,University of Virginia,$240.00,Virginia,0,1.0
S. Berkley Bullock (colored),do,do,do,$240.00,Virginia,0,1.0
Charles H. Wingfield,do,do,Waidsboro,$240.00,Virginia,0,1.0
Thomas E. Pettle,do,do,Warrenton,$600.00,Virginia,0,1.0
Mrs. Florence E. Harris,do,do,Warsaw,$45.00,Virginia,0,1.0
G. W. Koiner,do,do,Waynesboro,$400.00,Virginia,0,1.0
Charles E. Dean,do,do,do,$600.00,Virginia,0,1.0
Jacob Lichtiter,do,do,Woodstock,$150.00,Virginia,0,1.0
James H. Matney,do,do,Wytheville,$420.00,Virginia,0,1.0
M. E. Leedy,do,do,do,$240.00,Virginia,0,1.0
Mrs. S. E. Berry,Washington Territory,Washington Territory,Colfax,$420.00,Washington Territory,0,1.0
Miss M. J. Colbert,Illinois,do,do,$420.00,Washington Territory,0,1.0
Walter Crosby,Washington Territory,do,Dayton,$250.00,Washington Territory,0,1.0
Charles Metcalf,Oregon,do,do,$250.00,Washington Territory,0,1.0
Agnes Livingston,Washington Territory,do,Port Townsend,$300.00,Washington Territory,0,1.0
Stanford W. Davis,do,do,Olympia,p.m.,$42.00,"Washington Territory,1",1.0
Ellen M. McDonald,do,do,do,p.m.,$50.00,"Washington Territory,1",1.0
