Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster,extraction_confidence
Miss Nellie Duval,Oregon,California,Benicia,$180.00,California,0,1.0
Miss Maggie Looped McDougall,California,do,do,$60.00,California,0,1.0
Clarence S. Merrill,do,do,Berkeley,$400.00,California,0,1.0
John A. Volkhardt,Holland,do,Bieber,$180.00,California,0,1.0
Henry J. Haskell,Delaware,do,Bully,$300.00,California,0,1.0
Mrs. Selma E. Holmes,Pennsylvania,do,do,$726.00,California,0,1.0
C. C. Jewell,California,do,Calistoga,$162.00,California,0,1.0
J. Henry Horstman,Vermont,do,Chico,$900.00,California,0,1.0
Peter L. Ludwig,Germany,do,Cloverdale,$300.00,California,0,1.0
William Henry Wright,Vermont,do,Colton,$90.00,California,0,1.0
J. B. Stearns,do,do,Dixon,$600.00,California,0,1.0
Miss Clara Boettner,California,do,Freestone,$180.00,California,0,1.0
Miss Ella Moseley,do,do,do,$750.00,California,0,1.0
Miss Nellie Farnham,do,do,do,$90.00,California,0,1.0
Mrs. Mary B. Bone,Tennessee,do,Gilroy,$90.00,California,0,1.0
Thomas W. Goodwin,New Jersey,do,Grass Valley,$480.00,California,0,1.0
Miss Mary A. Ellsworth,California,do,do,$90.00,California,0,1.0
Miss Lydia C. Kinsey,Illinois,do,Hanford,$180.00,California,0,1.0
Ann T. Butler,Massachusetts,do,Hollister,$300.00,California,0,1.0
William C. Banning,Ohio,do,Jackson,$600.00,California,0,1.0
Mrs. Addie E. Smith,California,do,Kingsburg,$180.00,California,0,1.0
John Dugan,New York,do,Los Angeles,$250.00,California,0,1.0
J. E. Jackson,Vermont,do,do,$720.00,California,0,1.0
A. Chapman,France,do,do,$540.00,California,0,1.0
C. Mallard,California,do,do,$720.00,California,0,1.0
J. A. Graves,France,do,do,$720.00,California,0,1.0
James Winter,Pennsylvania,do,do,$540.00,California,0,1.0
Charles A. Bell,Louisiana,do,do,$720.00,California,0,1.0
J. Olcovich,do,do,do,$720.00,California,0,1.0
James Winter,do,do,do,$540.00,California,0,1.0
Mrs. E. E. Harris,California,do,Martinez,$25.00,California,0,1.0
Mrs. Louisa M. Corbett,do,do,Marysville,$300.00,California,0,1.0
