Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster,extraction_confidence
Joseph Will,Wisconsin,Minnesota,Winona,$420.00,Minnesota,0,1.0
William G. Sinclair,Minnesota,do,do,$360.00,Minnesota,0,1.0
Waldemar Patrick,do,do,do,$300.00,Minnesota,0,1.0
J. W. Winship,New Hampshire,do,Winnebago City,$180.00,Minnesota,0,1.0
A. P. Shattuck,Pennsylvania,do,Worthington,$150.00,Minnesota,0,1.0
C. H. Paine,do,do,Zumbrota,p.m. $30.00,Minnesota,1,1.0
Sidney W. Lee,Mississippi,Mississippi,Aberdeen,p.m. $30.00,Mississippi,1,1.0
Mrs. Abigail E. Karnaghan,Virginia,do,Brandon,$162.00,Mississippi,0,1.0
Miss Mary E. Hale,Mississippi,do,Canton,$150.00,Mississippi,0,1.0
John W. Stone,do,do,do,$480.00,Mississippi,0,1.0
George A. Hartley,do,do,Coffeeville,p.m. $30.00,Mississippi,1,1.0
William J. Stafford,do,do,do,$300.00,Mississippi,0,1.0
John T. Wood,Alabama,do,Columbus,$405.00,Mississippi,0,1.0
J. E. McDonald,do,do,do,$455.00,Mississippi,0,1.0
A. P. Huggins,Mississippi,do,Corinth,$300.00,Mississippi,0,1.0
Alden Eastland,Texas,do,Forest,$150.00,Mississippi,0,1.0
James D. Robinson,Mississippi,do,Fort Smith,$150.00,Mississippi,0,1.0
John H. Echols,do,do,Friar's Point,$300.00,Mississippi,0,1.0
Noah Cowan,do,do,Greenville,$300.00,Mississippi,0,1.0
R. T. Johnston,do,do,Hazlehurst,p.m. $50.00,Mississippi,1,1.0
D. J. Pryor,do,do,do,$250.00,Mississippi,0,1.0
Solomon Baer,Germany,do,Holly Springs,$700.00,Mississippi,0,1.0
Chester F. Bulkley,Mississippi,do,Jackson,$800.00,Mississippi,0,1.0
J. W. Langley,do,do,do,$720.00,Mississippi,0,1.0
Miss Sallie Anderson,do,do,Kosciusko,p.m. $25.00,Mississippi,1,1.0
Nathaniel Darrow,New York,do,Macon,$100.00,Mississippi,0,1.0
J. W. Fewell,Mississippi,do,Meridian,$150.00,Mississippi,0,1.0
Miss Louise Ellen Safford,do,do,Magnolia,$150.00,Mississippi,0,1.0
Edwin J. Martin,do,do,Meridian,$720.00,Mississippi,0,1.0
John W. Fewell,do,do,do,$720.00,Mississippi,0,1.0
Charles H. Kelm,do,do,Natchez,$600.00,Mississippi,0,1.0
Phineas B. Griffin,Georgia,do,do,$455.00,Mississippi,0,1.0
Charles W. Taussig,Mississippi,do,Pittsburg,p.q. $100.00,Mississippi,0,1.0
Mrs. E. J. Richardson,do,do,Port Gibson,$125.00,Mississippi,0,1.0
Thomas M. Johnson,do,do,Ripley,$250.00,Mississippi,0,1.0
John W. Fewell,Alabama,do,Sardis,$300.00,Mississippi,0,1.0
John D. Bightower,Tennessee,do,do,p.m. $20.00,Mississippi,1,1.0
Miss Lizzie Alley,Mississippi,do,Scranton,$250.00,Mississippi,0,1.0
Edward W. Sullivan,do,do,Starkville,$250.00,Mississippi,0,1.0
R. F. Parabee,Tennessee,do,do,$250.00,Mississippi,0,1.0
Fred Sauerbrun,Mississippi,do,Summit,$1,200.00,"Mississippi,0",1.0
Miss Jennie Chambers,do,do,do,$420.00,Mississippi,0,1.0
Miss Rose Green,do,do,do,$250.00,Mississippi,0,1.0
Miss Maggie F. McMamnus,do,do,do,$300.00,Mississippi,0,1.0
M. P. Bew,do,do,do,$300.00,Mississippi,0,1.0
William H. Foster,do,do,do,$300.00,Mississippi,0,1.0
Alfred Elreaser,do,do,do,$45.00,Mississippi,0,1.0
Henry Faler,do,do,Vicksburg,$720.00,Mississippi,0,1.0
H. W. Longstreet,do,do,Water Valley,$662.00,Mississippi,0,1.0
Martin Faler,do,do,Vicksburg,$60.00,Mississippi,0,1.0
Marcus Bernheimer,do,do,Winona,$300.00,Mississippi,0,1.0
Duncan L. Young,do,do,do,p.m. $25.00,Mississippi,1,1.0
Robert Campbell,Texas,do,Yazoo City,p.m. $50.00,Mississippi,1,1.0
Robert Wilson,Mississippi,do,do,$300.00,Mississippi,0,1.0
W. A. Knapp,New York,Missouri,Albany,$300.00,Missouri,0,1.0
Edgar Krum,do,do,Appleton City,p.m. $44.00,Missouri,1,1.0
Frank Parsons,Ohio,do,do,$100.00,Missouri,0,1.0
Randolph F. Schaefer,Missouri,do,do,p.m. $25.00,Missouri,1,1.0
William B. Schaefer,do,do,do,$100.00,Missouri,0,1.0
Oscar H. Avery,Vermont,do,Aurora,$100.00,Missouri,0,1.0
Miss Lillie K. Lewis,Missouri,do,Belton,$300.00,Missouri,0,1.0
H. C. Spencer,do,do,Bethany,$75.00,Missouri,0,1.0
Mrs. Jennie Stout,do,do,Bolivar,$150.00,Missouri,0,1.0
Henry C. Hahn,do,do,do,$300.00,Missouri,0,1.0
Miss Theresa Epplstein,do,do,Boonville,$300.00,Missouri,0,1.0
Samuel E. Bartlett,New Jersey,do,Brookfield,p.m. $40.00,Missouri,1,1.0
M. A. Kampfenburger,Illinois,do,Brunswick,$60.00,Missouri,0,1.0
J. H. Hasse,Missouri,do,do,$60.00,Missouri,0,1.0
J. Henry Steininger,Pennsylvania,do,Burlington Junction,$100.00,Missouri,0,1.0
Stephen J. Larkin,Maine,do,Butler,$400.00,Missouri,0,1.0
Charles E. Scott,Illinois,do,Cameron,$300.00,Missouri,0,1.0
Miss Annie Gentry,Missouri,do,Canton,$60.00,Missouri,0,1.0
Frank A. Glick,Ohio,do,Carrollton,p.m. $40.00,Missouri,1,1.0
Ernest B. Jacobs,Illinois,do,do,$540.00,Missouri,0,1.0
Mrs. Addie Glick,Missouri,do,do,$660.00,Missouri,0,1.0
James W. Johnson,Indiana,do,do,$540.00,Missouri,0,1.0
Walter C. Teas,do,do,do,$540.00,Missouri,0,1.0
John Jasper Boyd,West Virginia,do,Chillicothe,$360.00,Missouri,0,1.0
Frederick Boone,Missouri,do,do,$360.00,Missouri,0,1.0
Lyman A. Pearson,Illinois,do,do,$360.00,Missouri,0,1.0
Mrs. M. E. Knaus,do,do,do,$144.00,Missouri,0,1.0
Henry O. Cook,Missouri,do,Columbia,$252.00,Missouri,0,1.0
Miss Nora Harrison,do,do,do,$75.00,Missouri,0,1.0
L. H. Reynolds,Illinois,do,Forsyth,$18.00,Missouri,0,1.0
