Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster,extraction_confidence
Alfred G. De Coul,Canada,Dakota,Pierre,$60000,Dakota,0,1.0
James A. Caulfield,Canada,Nebraska,Omaha,$12000,Nebraska,0,1.0
James W. Post,Pennsylvania,Dakota,Rapid City,$7500,Dakota,0,1.0
William O. Marble,Ohio,do,do,p.m. $1600,Dakota,0,1.0
George Stickney,Wisconsin,do,Sioux Falls,$72000,Dakota,0,1.0
George E. Baldwin,Minnesota,Minnesota,do,$12000,Dakota,0,1.0
Miss Jennie C. Raymond,Vermont,Dakota,do,$90000,Dakota,0,1.0
Miss Nora Griffin,Wisconsin,do,Springfield,$10000,Dakota,0,1.0
Michael J. Hagin,Ireland,Dakota,Swan Lake,$10800,Dakota,0,1.0
Miss Christiane Anderson,Norway,Minnesota,Valley City,$20000,Dakota,0,1.0
Miss Ida Smith,New Hampshire,Dakota,Vermillion,$10800,Dakota,0,1.0
R. C. Williams,New York,do,Wahpeton,$12000,Dakota,0,1.0
Duncan A. Raymond,Wisconsin,do,Watertown,$15000,Dakota,0,1.0
Mrs. Rosanna R. Hassett,Canada,do,White Lake,$20000,Dakota,0,1.0
John C. Wilson,Pennsylvania,do,Yankton,$90000,Dakota,0,1.0
F. W. Stickney,Michigan,do,do,$80000,Dakota,0,1.0
Edward H. Pound,Indiana,do,do,$90000,Dakota,0,1.0
Miss Mary Richardson,Illinois,do,do,$10000,Dakota,0,1.0
Eugene Davis,Delaware,Delaware,Middletown,p.m. $1000,Delaware,0,1.0
James H. Clements,do,do,Milford,p.m. $1200,Delaware,0,1.0
George W. Chubb, jr.,do,do,New Castle,$50000,"Delaware,0",1.0
Samuel V. D. Curry,do,do,Wilmington,$60000,Delaware,0,1.0
Charles H. Gallagher,do,do,do,$90000,Delaware,0,1.0
Harry E. Bucher,Pennsylvania,do,do,$70000,Delaware,0,1.0
Harry G. Griffith,Delaware,do,do,$50000,Delaware,0,1.0
James M. Ocheltree,do,do,do,$80000,Delaware,0,1.0
John W. Lawson,do,do,do,$90000,Delaware,0,1.0
John T. Ruth,do,do,do,$125000,Delaware,0,1.0
Adam S. Reineck,Pennsylvania,do,do,$70000,Delaware,0,1.0
Louis Zebley,Delaware,do,do,$60000,Delaware,0,1.0
W. Ager,District of Columbia,District of Columbia,Washington,$110000,District of Columbia,0,1.0
C. A. Adams,do,do,do,$90000,District of Columbia,0,1.0
H. F. Alger,Michigan,Michigan,do,$80000,District of Columbia,0,1.0
H. C. Alleger,do,do,do,$70000,District of Columbia,0,1.0
J. E. Ball,Virginia,District of Columbia,do,$200000,District of Columbia,0,1.0
G. F. Bates,Maryland,do,do,$120000,District of Columbia,0,1.0
J. Biddle,Pennsylvania,do,do,$100000,District of Columbia,0,1.0
W. S. Boyd,Ohio,do,do,$100000,District of Columbia,0,1.0
H. R. Brereton,District of Columbia,do,do,$80000,District of Columbia,0,1.0
Mrs. H. W. Blackford,New York,do,do,$120000,District of Columbia,0,1.0
C. H. Bradebaugh,Maryland,do,do,$120000,District of Columbia,0,1.0
H. H. Brogden,do,do,do,$70000,District of Columbia,0,1.0
I. A. Bassett,District of Columbia,do,do,$120000,District of Columbia,0,1.0
W. H. Boyd,do,do,do,$100000,District of Columbia,0,1.0
F. H. Bates,do,do,do,$80000,District of Columbia,0,1.0
Mrs. E. A. Brown,Vermont,do,do,$80000,District of Columbia,0,1.0
E. E. Burnham,Ohio,do,do,$90000,District of Columbia,0,1.0
F. W. Bittinger,Illinois,do,do,$80000,District of Columbia,0,1.0
E. C. Bartlett,District of Columbia,do,do,$70000,District of Columbia,0,1.0
F. Beckett,do,do,do,$70000,District of Columbia,0,1.0
G. Brereton,do,do,do,$80000,District of Columbia,0,1.0
S. S. Baker,New York,do,do,$120000,District of Columbia,0,1.0
H. L. Beach,Virginia,do,do,$80000,District of Columbia,0,1.0
G. F. Brown,do,do,do,$60000,District of Columbia,0,1.0
F. S. Brown,District of Columbia,District of Columbia,do,$80000,District of Columbia,0,1.0
M. L. Bryant,Maryland,Virginia,do,$80000,District of Columbia,0,1.0
Miss M. E. Brown,Maryland,District of Columbia,do,$80000,District of Columbia,0,1.0
Miss C. V. Cobb,New York,do,do,$90000,District of Columbia,0,1.0
