Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster,extraction_confidence
Charles E. Hall,Vermont,Vermont,Swanton,$750,Vermont,0,1.0
Charles C. Johnson,do,do,Vergennes,$350.75,Vermont,0,1.0
Will. H. Trowbridge,do,do,Waterbury,$250.00,Vermont,0,1.0
Miss Carrie A. Johnson,do,do,St. Albans,$100.00,Vermont,0,1.0
Miss Mabel Flint,do,do,do,$100.00,Vermont,0,1.0
Herbert L. Dutton,do,do,White River Junction,$250.00,Vermont,0,1.0
Miss Carrie E. Howe,do,do,do,$100.00,Vermont,0,1.0
Miss Lottie H. Cornings,New Hampshire,do,Windsor,$324.00,Vermont,0,1.0
J. H. Murdock,Vermont,do,Woodstock,$1.50,Vermont,1,1.0
Lewis W. Rose,Virginia,Virginia,Abingdon,$480.00,Virginia,0,1.0
David G. Ross,do,do,do,$400.00,Virginia,0,1.0
Thomas Burroughs,England,do,Alexandria,$1,250.00,"Virginia,1",1.0
James F. Webster,do,do,do,$700.00,Virginia,0,1.0
R. Henry Simpson,do,do,do,$750.00,Virginia,0,1.0
John McK. Warr,do,do,do,$500.00,Virginia,0,1.0
Eugene Carrington,Scotland,do,do,$300.00,Virginia,1,1.0
S. V. Pettus,Virginia,do,Blacks and Whites,$150.00,Virginia,0,1.0
Patrick Hamlin Baskerville,do,Virginia,Boydton,$80.00,Virginia,1,1.0
Abner Anderson,do,do,do,$400.00,Virginia,0,1.0
Charles H. Birckhead,do,do,do,$440.00,Virginia,0,1.0
Charles S. Young,New Hampshire,do,Clarksville,$200.00,Virginia,0,1.0
Joseph A. Wingfield,Ohio,do,Culpeper,$200.00,Virginia,0,1.0
William A. Huddleston,Virginia,do,do,$100.00,Virginia,0,1.0
Mrs. Mary G. Jennings,do,do,do,$100.00,Virginia,0,1.0
Jno. W. Kidd,North Carolina,do,Danville,$240.00,Virginia,0,1.0
John A. Bell,North Carolina,do,Danville,$840.00,Virginia,0,1.0
J. B. Law jr,Virginia,do,do,$500.00,Virginia,0,1.0
J. E. Schoolfield,do,do,do,$500.00,Virginia,0,1.0
Ro. G. Adams,do,do,do,$360.00,Virginia,0,1.0
Robert L. Allworth,do,do,do,$45.00,Virginia,0,1.0
J. W. Guerrant,do,do,Farmville,$500.00,Virginia,0,1.0
S. F. Knight,do,do,Farmville,$500.00,Virginia,0,1.0
John R. Maher,Connecticut,do,do,$500.00,Virginia,0,1.0
J. Hurt White,Virginia,do,Franklin,$600.00,Virginia,0,1.0
John Brown,do,do,Fredericksburg,$750.00,Virginia,0,1.0
Edgar D. Embrey,do,do,Front Royal,$300.00,Virginia,0,1.0
Benj. F. Minor,do,do,do,$50.00,Virginia,0,1.0
J. W. Lynn,do,do,Gordonsville,$70.00,Virginia,0,1.0
Jas. A. Yager,do,do,do,$125.00,Virginia,0,1.0
Wm. Matthews,do,do,Hampton,$300.00,Virginia,0,1.0
Mrs. Martha J. l'Anson,do,do,Hicksford,$150.00,Virginia,0,1.0
Miss Ann F. Orwell,Delaware,do,Harrisonburg,$250.00,Virginia,0,1.0
Miss Eliza A. Orwell,Ohio,do,Lewisville,$250.00,Virginia,0,1.0
Wm. H. Forsyth,Virginia,do,Leesburg,$300.00,Virginia,0,1.0
W. F. Wilkerson,do,do,Lexington,$450.00,Virginia,0,1.0
William W. Timberlake,do,do,Liberty,$300.00,Virginia,0,1.0
Mrs. Martha T. Wood,do,do,Lovingston Depot,$45.00,Virginia,0,1.0
Robert E. Latham,do,do,Lynchburgh,$1,400.00,"Virginia,0",1.0
J. W. Callahan,do,do,do,$700.00,Virginia,0,1.0
John E. Ross,do,do,do,$850.00,Virginia,0,1.0
Jas. M. O'Brien,do,do,do,$600.00,Virginia,0,1.0
T. P. Fitzpatrick,Pennsylvania,do,do,$500.00,Virginia,0,1.0
Robert Cox,Virginia,do,do,$450.00,Virginia,0,1.0
Rollins Merchant,do,do,do,$400.00,Virginia,0,1.0
James Harris,do,do,do,$350.00,Virginia,0,1.0
J. T. Jones,do,do,Martinsville,$125.00,Virginia,0,1.0
J. L. Mann,do,do,Millborough Depot,$75.00,Virginia,1,1.0
J. H. Butt,do,do,do,$50.00,Virginia,1,1.0
John F. Long,do,do,Mitchell's Station,$100.00,Virginia,0,1.0
M. C. Robertson,do,do,Oakton,$50.00,Virginia,0,1.0
Harvey F. Slaven,do,Virginia,Monterey,$1,000.00,"Virginia,0",1.0
Henry T. Sprinkell,do,do,Mouth of Wilson,$75.00,Virginia,0,1.0
H. T. Wickham,do,Virginia,do,$1,500.00,"Virginia,0",1.0
Frank H. Wing,do,do,do,$475.00,Virginia,0,1.0
Samuel D. Hope,do,do,do,$600.00,Virginia,0,1.0
George W. Pettit,Ohio,do,do,$750.00,Virginia,0,1.0
George W. Jones,Virginia,do,do,$700.00,Virginia,0,1.0
Carse B. Bain,England,do,do,$700.00,Virginia,0,1.0
Oliver H. Williams,do,do,do,$450.00,Virginia,0,1.0
Miss Cora V. Griffin,do,do,do,$400.00,Virginia,0,1.0
Richard Cooper,do,do,do,$500.00,Virginia,0,1.0
William H. Barker,do,do,do,$75.00,Virginia,0,1.0
James H. Bailey,New Hampshire,Virginia,Petersburgh,$1,150.00,"Virginia,0",1.0
James W. Hawkins,Virginia,do,do,$1,000.00,"Virginia,0",1.0
John H. Claiborne,do,do,do,$625.00,Virginia,0,1.0
Norman E. McCumber,North Carolina,do,do,$550.00,Virginia,0,1.0
Thomas D. Haskins,Virginia,do,Portsmouth,$600.00,Virginia,0,1.0
James Nimmo,do,do,do,$150.00,Virginia,0,1.0
Joseph Lawless,do,do,do,$200.00,Virginia,0,1.0
E. R. Purcell,do,do,Powellville,$45.00,Virginia,0,1.0
H. E. Traylor,Virginia,do,Red Oak,$50.00,Virginia,0,1.0
Robert Carruthers,Scotland,do,Richmond,$2,550.00,"Virginia,0",1.0
John Graeme,Virginia,do,do,$1,500.00,"Virginia,0",1.0
William F. Spotswood,do,do,do,$1,200.00,"Virginia,0",1.0
Henry Flegenheimer,do,do,do,$700.00,Virginia,0,1.0
James M. Watt,do,do,do,$1,100.00,"Virginia,0",1.0
Mrs. Cornelia D. Marx,New York,do,do,$400.00,Virginia,0,1.0
