Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster,extraction_confidence
William H. Drapier,Indiana,Indiana,Rockport,$80.00,Indiana,0,1.0
Miss Fannie A. Stryker,Indiana,Indiana,Rockville,$300.00,Indiana,0,1.0
Miss Jennie Adamson,Indiana,do,Richmond,$720.00,Indiana,0,1.0
William L. Hadley,Ohio,do,Richmond,$720.00,Indiana,0,1.0
Douglas C. Hitt,Pennsylvania,do,do,$600.00,Indiana,0,1.0
Daniel W. Baily,Indiana,do,do,$420.00,Indiana,0,1.0
Miss Sarah Beman,do,do,do,$420.00,Indiana,0,1.0
Miss Nannie Adamson,do,do,do,$300.00,Indiana,0,1.0
Miss Grace M. Dickson,do,do,do,$240.00,Indiana,0,1.0
Lewis Dawson,do,do,do,$312.00,Indiana,0,1.0
Alfred B. Huckleman,Indiana,do,Rushville,$600.00,Indiana,0,1.0
Miss Ida Paddock,do,do,do,$240.00,Indiana,0,1.0
George D. Carter,do,do,Seymour,$13.50,Indiana,0,1.0
E. R. Johnson,do,do,Shelbyville,$720.00,Indiana,0,1.0
Miss Minnie Rose,do,do,do,$300.00,Indiana,0,1.0
Miss Ursula L. Rose,do,do,do,$156.00,Indiana,0,1.0
Solomon Kahn,Missouri,do,South Bend,$600.00,Indiana,0,1.0
William Kizer,Indiana,do,do,$480.00,Indiana,0,1.0
James M. Wallace,Virginia,do,do,$480.00,Indiana,0,1.0
J. Leonard King,Germany,do,do,$420.00,Indiana,0,1.0
Miss Lizzie Kizer,Pennsylvania,do,do,$300.00,Indiana,0,1.0
Miss Mamie G. Giddings,New Hampshire,do,do,$240.00,Indiana,0,1.0
Miss Emma Dillon,Indiana,do,Spencer,$150.00,Indiana,0,1.0
John Hyatt,do,do,do,$150.00,Indiana,0,1.0
Ezra Carlson,Indiana,do,do,$300.00,Indiana,0,1.0
H. D. Hunt,do,do,Terre Haute,$720.00,Indiana,0,1.0
Edward Arnold,do,do,do,$1,400.00,"Indiana,0",1.0
Godfrey Arn,Switzerland,do,do,$1,100.00,"Indiana,0",1.0
Charles F. Ailes,Indiana,do,do,$875.00,Indiana,0,1.0
John C. Greiner,do,do,do,$700.00,Indiana,0,1.0
Phillip Luhr,Indiana,do,do,$735.00,Indiana,0,1.0
George W. Miller,Ohio,do,do,$855.00,Indiana,0,1.0
Henry Fairhall,Indiana,do,do,$855.00,Indiana,0,1.0
William T. Budd,do,do,do,$660.00,Indiana,0,1.0
Miss Jessie F. Ruby,Ohio,do,Union City,$241.00,Indiana,0,1.0
J. W. Shockney,Indiana,do,do,$312.00,Indiana,0,1.0
E. M. Burns,Ohio,do,do,$220.00,Indiana,0,1.0
J. N. Arvin,Indiana,do,do,$260.00,Indiana,0,1.0
Julius Schloss,Germany,do,Vincennes,$700.00,Indiana,0,1.0
Joseph Roseman,Indiana,do,Vincennes,$720.00,Indiana,0,1.0
Ellsworth Wood,do,do,do,$600.00,Indiana,0,1.0
James Wise,do,do,Wabash,$600.00,Indiana,0,1.0
James English,do,do,do,$300.00,Indiana,0,1.0
Miss Nettie Patterson,do,do,Warsaw,$150.00,Indiana,0,1.0
Miss Lida Runyan,do,do,Waterloo,$150.00,Indiana,0,1.0
William E. Way,do,do,Winchester,$624.00,Indiana,0,1.0
Joseph D. Meadows,Georgia,Indian Territory,Caddo,$76.00,Indian Territory,0,1.0
Henry C. Meigs,Indian Territory,do,Fort Gibson,$162.00,Indian Territory,0,1.0
Miss Cora A. Travers,Iowa,Iowa,Ackley,$240.00,Iowa,0,1.0
M. Mahony,New York,do,do,$200.00,Iowa,0,1.0
Charles Briggs,Illinois,do,Afton,$240.00,Iowa,0,1.0
G. C. Hudson,do,do,Algona,$270.00,Iowa,0,1.0
Frank W. Lindle,New York,do,Ames,$180.00,Iowa,0,1.0
William Templeton,New York,do,Anamosa,$600.00,Iowa,0,1.0
Samuel H. Cohoon,Pennsylvania,do,do,$35.00,Iowa,0,1.0
A. S. Van Antwerp,New York,do,do,$300.00,Iowa,0,1.0
Arthur Springer,Iowa,do,Avoca,$300.00,Iowa,0,1.0
Charles J. Evans,do,do,Bedford,$25.00,Iowa,0,1.0
Mrs. Iona Dunning,do,do,do,$30.00,Iowa,0,1.0
Miss Jennie Dunning,do,do,do,$25.00,Iowa,0,1.0
Miss Belle McNally,Pennsylvania,do,Bellevue,$200.00,Iowa,0,1.0
J. E. Marsh,Iowa,do,Benton,$60.00,Iowa,0,1.0
J. F. Ferris,Pennsylvania,do,Bloomfield,$300.00,Iowa,0,1.0
George J. Hughes,New York,do,Boone,$600.00,Iowa,0,1.0
Miss Allie N. Colman,do,do,do,$360.00,Iowa,0,1.0
Amos Howe,Iowa,do,do,$300.00,Iowa,0,1.0
A. D. Burger,Illinois,do,Burlington,$720.00,Iowa,0,1.0
R. L. Graesser,Missouri,do,do,$1,500.00,"Iowa,0",1.0
Bert Harding,Iowa,do,do,$624.00,Iowa,0,1.0
P. W. Krueger,do,do,do,$624.00,Iowa,0,1.0
J. T. Sunderland,Ohio,do,do,$720.00,Iowa,0,1.0
W. E. Woodward,Iowa,do,do,$720.00,Iowa,0,1.0
G. M. Waite,do,do,do,$1,401.00,"Iowa,0",1.0
Miss Susie W. Dunham,do,do,do,$600.00,Iowa,0,1.0
W. S. Wightman,Ohio,do,do,$1,160.00,"Iowa,0",1.0
George W. Herring,Pennsylvania,do,Calmar,$300.00,Iowa,0,1.0
J. E. Upton,Norway,do,do,$480.00,Iowa,0,1.0
Martin Gulbranson,Illinois,do,Carroll,$480.00,Iowa,0,1.0
Miss Julia A. Lawton,do,do,do,$240.00,Iowa,0,1.0
Miss Sue E. McCulloch,Massachusetts,do,Cedar Falls,$480.00,Iowa,0,1.0
Frank C. Waterberry,Iowa,do,do,$300.00,Iowa,0,1.0
Thomas Armstrong,New Jersey,do,Cedar Rapids,$1,100.00,"Iowa,0",1.0
